regulator	cluster	ntarget
BCL6	E24	0
BCL6	E6	0
BCL6	E15	0
BCL6	E17	0
BCL6	E22	0
BCL6	E29	0
BCL6	E4	0
BCL6	E19	0
BCL6	E13	0
BCL6	E14	0
BCL6	E11	0
BCL6	E23	0
BCL6	E10	0
BCL6	E9	0
BCL6	E1	0
BCL6	E27	31
BCL6	E2	0
BCL6	E25	0
BCL6	E18	0
BCL6	E3	0
BCL6	E7	0
BCL6	E26	0
BCL6	E5	0
BCL6	E20	0
FAM109A	E12	0
FAM109A	E8	0
FAM109A	E28	0
FAM109A	E21	1
FAM109A	E16	0
FAM109A	E24	0
FAM109A	E6	0
FAM109A	E15	0
FAM109A	E17	0
FAM109A	E22	0
FAM109A	E29	0
FAM109A	E4	0
FAM109A	E19	0
FAM109A	E13	0
FAM109A	E14	0
FAM109A	E11	0
FAM109A	E23	0
FAM109A	E10	0
FAM109A	E9	0
FAM109A	E1	16
FAM109A	E27	0
FAM109A	E2	0
FAM109A	E25	0
FAM109A	E18	0
FAM109A	E3	0
FAM109A	E7	0
FAM109A	E26	0
FAM109A	E5	0
FAM109A	E20	0
HES4	E12	0
HES4	E8	0
HES4	E28	0
HES4	E21	0
HES4	E16	0
HES4	E24	0
HES4	E6	0
HES4	E15	0
HES4	E17	0
HES4	E22	0
HES4	E29	0
HES4	E4	0
HES4	E19	1
HES4	E13	0
HES4	E14	0
HES4	E11	0
HES4	E23	0
HES4	E10	0
HES4	E9	0
HES4	E1	0
HES4	E27	20
HES4	E2	0
HES4	E25	0
HES4	E18	0
HES4	E3	0
HES4	E7	0
HES4	E26	0
HES4	E5	0
HES4	E20	0
NFIL3	E12	0
NFIL3	E8	0
NFIL3	E28	0
NFIL3	E21	0
NFIL3	E16	0
NFIL3	E24	0
NFIL3	E6	0
NFIL3	E15	0
NFIL3	E17	0
NFIL3	E22	0
NFIL3	E29	1
NFIL3	E4	0
NFIL3	E19	0
NFIL3	E13	0
NFIL3	E14	11
NFIL3	E11	0
NFIL3	E23	0
NFIL3	E10	0
NFIL3	E9	0
NFIL3	E1	0
NFIL3	E27	0
NFIL3	E2	0
NFIL3	E25	0
NFIL3	E18	0
NFIL3	E3	0
NFIL3	E7	0
NFIL3	E26	0
NFIL3	E5	0
NFIL3	E20	0
PAX8	E12	0
PAX8	E8	0
PAX8	E28	0
PAX8	E21	0
PAX8	E16	1
PAX8	E24	0
PAX8	E6	0
PAX8	E15	0
PAX8	E17	0
PAX8	E22	0
PAX8	E29	0
PAX8	E4	0
PAX8	E19	0
PAX8	E13	0
PAX8	E14	0
PAX8	E11	0
PAX8	E23	0
PAX8	E10	0
PAX8	E9	0
PAX8	E1	0
PAX8	E27	0
PAX8	E2	0
PAX8	E25	0
PAX8	E18	0
PAX8	E3	29
PAX8	E7	0
PAX8	E26	0
PAX8	E5	0
PAX8	E20	0
PLEK	E12	0
PLEK	E8	0
PLEK	E28	0
PLEK	E21	0
PLEK	E16	0
PLEK	E24	0
PLEK	E6	0
PLEK	E15	0
PLEK	E17	0
PLEK	E22	0
PLEK	E29	0
PLEK	E4	0
PLEK	E19	0
PLEK	E13	0
PLEK	E14	0
PLEK	E11	0
PLEK	E23	0
PLEK	E10	0
PLEK	E9	0
PLEK	E1	0
PLEK	E27	12
PLEK	E2	57
PLEK	E25	0
PLEK	E18	0
PLEK	E3	0
PLEK	E7	0
PLEK	E26	0
PLEK	E5	0
PLEK	E20	0
PRG2	E12	0
PRG2	E8	0
PRG2	E28	0
PRG2	E21	0
PRG2	E16	0
PRG2	E24	0
PRG2	E6	0
PRG2	E15	0
PRG2	E17	0
PRG2	E22	0
PRG2	E29	0
PRG2	E4	0
PRG2	E19	0
PRG2	E13	0
PRG2	E14	0
PRG2	E11	0
PRG2	E23	0
PRG2	E10	0
PRG2	E9	0
PRG2	E1	0
PRG2	E27	26
PRG2	E2	0
PRG2	E25	0
PRG2	E18	0
PRG2	E3	0
PRG2	E7	0
PRG2	E26	0
PRG2	E5	2
PRG2	E20	0
TBX6	E12	0
TBX6	E8	0
TBX6	E28	0
TBX6	E21	0
TBX6	E16	0
TBX6	E24	0
TBX6	E6	0
TBX6	E15	0
TBX6	E17	0
TBX6	E22	0
TBX6	E29	0
TBX6	E4	0
TBX6	E19	0
TBX6	E13	0
TBX6	E14	0
TBX6	E11	0
TBX6	E23	0
TBX6	E10	0
TBX6	E9	0
TBX6	E1	0
TBX6	E27	0
TBX6	E2	0
TBX6	E25	0
TBX6	E18	0
TBX6	E3	22
TBX6	E7	31
TBX6	E26	0
TBX6	E5	0
TBX6	E20	0
ZNF285	E12	0
ZNF285	E8	0
ZNF285	E28	0
ZNF285	E21	1
ZNF285	E16	0
ZNF285	E24	0
ZNF285	E6	30
ZNF285	E15	0
ZNF285	E17	0
ZNF285	E22	0
ZNF285	E29	0
ZNF285	E4	0
ZNF285	E19	0
ZNF285	E13	0
ZNF285	E14	0
ZNF285	E11	0
ZNF285	E23	0
ZNF285	E10	0
ZNF285	E9	0
ZNF285	E1	0
ZNF285	E27	0
ZNF285	E2	0
ZNF285	E25	0
ZNF285	E18	0
ZNF285	E3	0
ZNF285	E7	0
ZNF285	E26	0
ZNF285	E5	0
ZNF285	E20	0
ZNF341	E12	0
ZNF341	E8	0
ZNF341	E28	0
ZNF341	E21	0
ZNF341	E16	0
ZNF341	E24	0
ZNF341	E6	0
ZNF341	E15	0
ZNF341	E17	1
ZNF341	E22	0
ZNF341	E29	0
ZNF341	E4	0
ZNF341	E19	0
ZNF341	E13	0
ZNF341	E14	0
ZNF341	E11	0
ZNF341	E23	0
ZNF341	E10	0
ZNF341	E9	0
ZNF341	E1	0
ZNF341	E27	0
ZNF341	E2	0
ZNF341	E25	0
ZNF341	E18	0
ZNF341	E3	20
ZNF341	E7	0
ZNF341	E26	0
ZNF341	E5	0
ZNF341	E20	0
ZNF416	E12	0
ZNF416	E8	0
ZNF416	E28	1
ZNF416	E21	0
ZNF416	E16	0
ZNF416	E24	0
ZNF416	E6	0
ZNF416	E15	0
ZNF416	E17	0
ZNF416	E22	0
ZNF416	E29	0
ZNF416	E4	0
ZNF416	E19	0
ZNF416	E13	0
ZNF416	E14	0
ZNF416	E11	0
ZNF416	E23	0
ZNF416	E10	0
ZNF416	E9	0
ZNF416	E1	0
ZNF416	E27	0
ZNF416	E2	0
ZNF416	E25	0
ZNF416	E18	0
ZNF416	E3	0
ZNF416	E7	33
ZNF416	E26	0
ZNF416	E5	0
ZNF416	E20	0
ZNF641	E12	0
ZNF641	E8	0
ZNF641	E28	0
ZNF641	E21	0
ZNF641	E16	0
ZNF641	E24	0
ZNF641	E6	0
ZNF641	E15	0
ZNF641	E17	0
ZNF641	E22	0
ZNF641	E29	0
ZNF641	E4	0
ZNF641	E19	0
ZNF641	E13	0
ZNF641	E14	0
ZNF641	E11	0
ZNF641	E23	0
ZNF641	E10	0
ZNF641	E9	0
ZNF641	E1	0
ZNF641	E27	0
ZNF641	E2	0
ZNF641	E25	0
ZNF641	E18	1
ZNF641	E3	25
ZNF641	E7	0
ZNF641	E26	0
ZNF641	E5	0
ZNF641	E20	0
CDK20	E12	0
CDK20	E8	0
CDK20	E28	0
CDK20	E21	0
CDK20	E16	0
CDK20	E24	0
CDK20	E6	0
CDK20	E15	0
CDK20	E17	0
CDK20	E22	0
CDK20	E29	0
CDK20	E4	0
CDK20	E19	0
CDK20	E13	0
CDK20	E14	0
CDK20	E11	0
CDK20	E23	0
CDK20	E10	0
CDK20	E9	0
CDK20	E1	0
CDK20	E27	0
CDK20	E2	0
CDK20	E25	0
CDK20	E18	0
CDK20	E3	0
CDK20	E7	27
CDK20	E26	0
CDK20	E5	0
CDK20	E20	0
CREB5	E12	0
CREB5	E8	0
CREB5	E28	0
CREB5	E21	0
CREB5	E16	0
CREB5	E24	0
CREB5	E6	0
CREB5	E15	0
CREB5	E17	0
CREB5	E22	0
CREB5	E29	0
CREB5	E4	0
CREB5	E19	0
CREB5	E13	0
CREB5	E14	0
CREB5	E11	0
CREB5	E23	0
CREB5	E10	0
CREB5	E9	25
CREB5	E1	0
CREB5	E27	0
CREB5	E2	0
CREB5	E25	0
CREB5	E18	0
CREB5	E3	0
CREB5	E7	0
CREB5	E26	0
CREB5	E5	0
CREB5	E20	0
CTH	E12	0
CTH	E8	0
CTH	E28	0
CTH	E21	0
CTH	E16	0
CTH	E24	0
CTH	E6	0
CTH	E15	0
CTH	E17	0
CTH	E22	0
CTH	E29	0
CTH	E4	0
CTH	E19	0
CTH	E13	0
CTH	E14	0
CTH	E11	0
CTH	E23	0
CTH	E10	0
CTH	E9	21
CTH	E1	0
CTH	E27	0
CTH	E2	0
CTH	E25	0
CTH	E18	0
CTH	E3	0
CTH	E7	0
CTH	E26	0
CTH	E5	0
CTH	E20	0
DNAJC6	E12	0
DNAJC6	E8	0
DNAJC6	E28	0
DNAJC6	E21	0
DNAJC6	E16	0
DNAJC6	E24	0
DNAJC6	E6	0
DNAJC6	E15	0
DNAJC6	E17	0
DNAJC6	E22	0
DNAJC6	E29	0
DNAJC6	E4	0
DNAJC6	E19	0
DNAJC6	E13	0
DNAJC6	E14	0
DNAJC6	E11	0
DNAJC6	E23	0
DNAJC6	E10	0
DNAJC6	E9	32
DNAJC6	E1	0
DNAJC6	E27	0
DNAJC6	E2	0
DNAJC6	E25	0
DNAJC6	E18	0
DNAJC6	E3	0
DNAJC6	E7	0
DNAJC6	E26	0
DNAJC6	E5	0
DNAJC6	E20	0
DPF1	E12	0
DPF1	E8	0
DPF1	E28	0
DPF1	E21	0
DPF1	E16	0
DPF1	E24	0
DPF1	E6	0
DPF1	E15	0
DPF1	E17	0
DPF1	E22	0
DPF1	E29	0
DPF1	E4	0
DPF1	E19	0
DPF1	E13	0
DPF1	E14	0
DPF1	E11	0
DPF1	E23	0
DPF1	E10	31
DPF1	E9	0
DPF1	E1	0
DPF1	E27	0
DPF1	E2	0
DPF1	E25	0
DPF1	E18	0
DPF1	E3	0
DPF1	E7	0
DPF1	E26	0
DPF1	E5	0
DPF1	E20	0
ERCC6	E12	0
ERCC6	E8	0
ERCC6	E28	0
ERCC6	E21	0
ERCC6	E16	0
ERCC6	E24	0
ERCC6	E6	31
ERCC6	E15	0
ERCC6	E17	0
ERCC6	E22	0
ERCC6	E29	0
ERCC6	E4	0
ERCC6	E19	0
ERCC6	E13	0
ERCC6	E14	0
ERCC6	E11	0
ERCC6	E23	0
ERCC6	E10	0
ERCC6	E9	0
ERCC6	E1	0
ERCC6	E27	0
ERCC6	E2	0
ERCC6	E25	0
ERCC6	E18	0
ERCC6	E3	0
ERCC6	E7	0
ERCC6	E26	0
ERCC6	E5	0
ERCC6	E20	0
FBXO15	E12	0
FBXO15	E8	0
FBXO15	E28	0
FBXO15	E21	0
FBXO15	E16	0
FBXO15	E24	0
FBXO15	E6	0
FBXO15	E15	0
FBXO15	E17	0
FBXO15	E22	0
FBXO15	E29	0
FBXO15	E4	0
FBXO15	E19	0
FBXO15	E13	0
FBXO15	E14	0
FBXO15	E11	0
FBXO15	E23	0
FBXO15	E10	0
FBXO15	E9	0
FBXO15	E1	18
FBXO15	E27	0
FBXO15	E2	0
FBXO15	E25	0
FBXO15	E18	0
FBXO15	E3	0
FBXO15	E7	0
FBXO15	E26	0
FBXO15	E5	0
FBXO15	E20	0
FOXO4	E12	0
FOXO4	E8	0
FOXO4	E28	0
FOXO4	E21	0
FOXO4	E16	0
FOXO4	E24	0
FOXO4	E6	26
FOXO4	E15	0
FOXO4	E17	0
FOXO4	E22	0
FOXO4	E29	0
FOXO4	E4	0
FOXO4	E19	0
FOXO4	E13	0
FOXO4	E14	0
FOXO4	E11	0
FOXO4	E23	0
FOXO4	E10	0
FOXO4	E9	0
FOXO4	E1	0
FOXO4	E27	0
FOXO4	E2	0
FOXO4	E25	0
FOXO4	E18	0
FOXO4	E3	0
FOXO4	E7	0
FOXO4	E26	0
FOXO4	E5	0
FOXO4	E20	0
GTF2A1	E12	0
GTF2A1	E8	0
GTF2A1	E28	0
GTF2A1	E21	0
GTF2A1	E16	0
GTF2A1	E24	0
GTF2A1	E6	0
GTF2A1	E15	0
GTF2A1	E17	0
GTF2A1	E22	0
GTF2A1	E29	0
GTF2A1	E4	0
GTF2A1	E19	0
GTF2A1	E13	0
GTF2A1	E14	10
GTF2A1	E11	0
GTF2A1	E23	0
GTF2A1	E10	0
GTF2A1	E9	0
GTF2A1	E1	0
GTF2A1	E27	0
GTF2A1	E2	0
GTF2A1	E25	0
GTF2A1	E18	0
GTF2A1	E3	0
GTF2A1	E7	0
GTF2A1	E26	0
GTF2A1	E5	0
GTF2A1	E20	0
HES1	E12	0
HES1	E8	0
HES1	E28	0
HES1	E21	0
HES1	E16	0
HES1	E24	0
HES1	E6	0
HES1	E15	0
HES1	E17	0
HES1	E22	0
HES1	E29	0
HES1	E4	0
HES1	E19	0
HES1	E13	0
HES1	E14	0
HES1	E11	0
HES1	E23	0
HES1	E10	0
HES1	E9	0
HES1	E1	0
HES1	E27	0
HES1	E2	0
HES1	E25	0
HES1	E18	0
HES1	E3	0
HES1	E7	0
HES1	E26	0
HES1	E5	0
HES1	E20	33
HIST1H2BC	E12	0
HIST1H2BC	E8	0
HIST1H2BC	E28	0
HIST1H2BC	E21	0
HIST1H2BC	E16	0
HIST1H2BC	E24	0
HIST1H2BC	E6	0
HIST1H2BC	E15	0
HIST1H2BC	E17	0
HIST1H2BC	E22	0
HIST1H2BC	E29	0
HIST1H2BC	E4	0
HIST1H2BC	E19	0
HIST1H2BC	E13	0
HIST1H2BC	E14	0
HIST1H2BC	E11	0
HIST1H2BC	E23	0
HIST1H2BC	E10	0
HIST1H2BC	E9	0
HIST1H2BC	E1	20
HIST1H2BC	E27	0
HIST1H2BC	E2	0
HIST1H2BC	E25	0
HIST1H2BC	E18	0
HIST1H2BC	E3	0
HIST1H2BC	E7	0
HIST1H2BC	E26	0
HIST1H2BC	E5	0
HIST1H2BC	E20	0
JDP2	E12	0
JDP2	E8	0
JDP2	E28	0
JDP2	E21	0
JDP2	E16	0
JDP2	E24	0
JDP2	E6	0
JDP2	E15	0
JDP2	E17	0
JDP2	E22	0
JDP2	E29	0
JDP2	E4	0
JDP2	E19	0
JDP2	E13	0
JDP2	E14	0
JDP2	E11	0
JDP2	E23	0
JDP2	E10	0
JDP2	E9	0
JDP2	E1	0
JDP2	E27	0
JDP2	E2	0
JDP2	E25	0
JDP2	E18	0
JDP2	E3	0
JDP2	E7	0
JDP2	E26	0
JDP2	E5	0
JDP2	E20	14
NR1I2	E12	0
NR1I2	E8	0
NR1I2	E28	0
NR1I2	E21	0
NR1I2	E16	0
NR1I2	E24	0
NR1I2	E6	29
NR1I2	E15	0
NR1I2	E17	0
NR1I2	E22	0
NR1I2	E29	0
NR1I2	E4	0
NR1I2	E19	0
NR1I2	E13	0
NR1I2	E14	0
NR1I2	E11	0
NR1I2	E23	0
NR1I2	E10	0
NR1I2	E9	0
NR1I2	E1	0
NR1I2	E27	0
NR1I2	E2	0
NR1I2	E25	0
NR1I2	E18	0
NR1I2	E3	0
NR1I2	E7	0
NR1I2	E26	0
NR1I2	E5	0
NR1I2	E20	0
PTPRN2	E12	0
PTPRN2	E8	0
PTPRN2	E28	0
PTPRN2	E21	0
PTPRN2	E16	0
PTPRN2	E24	0
PTPRN2	E6	0
PTPRN2	E15	0
PTPRN2	E17	0
PTPRN2	E22	0
PTPRN2	E29	0
PTPRN2	E4	0
PTPRN2	E19	0
PTPRN2	E13	0
PTPRN2	E14	0
PTPRN2	E11	0
PTPRN2	E23	0
PTPRN2	E10	0
PTPRN2	E9	0
PTPRN2	E1	0
PTPRN2	E27	0
PTPRN2	E2	0
PTPRN2	E25	0
PTPRN2	E18	0
PTPRN2	E3	0
PTPRN2	E7	28
PTPRN2	E26	0
PTPRN2	E5	0
PTPRN2	E20	0
RCAN1	E12	0
RCAN1	E8	0
RCAN1	E28	0
RCAN1	E21	0
RCAN1	E16	0
RCAN1	E24	0
RCAN1	E6	0
RCAN1	E15	0
RCAN1	E17	0
RCAN1	E22	0
RCAN1	E29	0
RCAN1	E4	0
RCAN1	E19	0
RCAN1	E13	0
RCAN1	E14	0
RCAN1	E11	0
RCAN1	E23	15
RCAN1	E10	0
RCAN1	E9	0
RCAN1	E1	0
RCAN1	E27	0
RCAN1	E2	0
RCAN1	E25	0
RCAN1	E18	0
RCAN1	E3	0
RCAN1	E7	0
RCAN1	E26	0
RCAN1	E5	0
RCAN1	E20	0
RORA	E12	0
RORA	E8	0
RORA	E28	0
RORA	E21	0
RORA	E16	0
RORA	E24	0
RORA	E6	0
RORA	E15	0
RORA	E17	0
RORA	E22	0
RORA	E29	0
RORA	E4	0
RORA	E19	0
RORA	E13	0
RORA	E14	0
RORA	E11	0
RORA	E23	0
RORA	E10	0
RORA	E9	0
RORA	E1	0
RORA	E27	0
RORA	E2	0
RORA	E25	0
RORA	E18	0
RORA	E3	0
RORA	E7	0
RORA	E26	0
RORA	E5	0
RORA	E20	16
SPRED1	E12	0
SPRED1	E8	0
SPRED1	E28	0
SPRED1	E21	0
SPRED1	E16	0
SPRED1	E24	0
SPRED1	E6	0
SPRED1	E15	0
SPRED1	E17	0
SPRED1	E22	0
SPRED1	E29	0
SPRED1	E4	0
SPRED1	E19	0
SPRED1	E13	0
SPRED1	E14	0
SPRED1	E11	0
SPRED1	E23	0
SPRED1	E10	27
SPRED1	E9	0
SPRED1	E1	0
SPRED1	E27	0
SPRED1	E2	0
SPRED1	E25	0
SPRED1	E18	0
SPRED1	E3	0
SPRED1	E7	0
SPRED1	E26	0
SPRED1	E5	0
SPRED1	E20	0
SS18L1	E12	0
SS18L1	E8	0
SS18L1	E28	0
SS18L1	E21	0
SS18L1	E16	0
SS18L1	E24	0
SS18L1	E6	0
SS18L1	E15	0
SS18L1	E17	0
SS18L1	E22	0
SS18L1	E29	0
SS18L1	E4	0
SS18L1	E19	0
SS18L1	E13	0
SS18L1	E14	14
SS18L1	E11	0
SS18L1	E23	0
SS18L1	E10	0
SS18L1	E9	0
SS18L1	E1	0
SS18L1	E27	0
SS18L1	E2	0
SS18L1	E25	0
SS18L1	E18	0
SS18L1	E3	0
SS18L1	E7	0
SS18L1	E26	0
SS18L1	E5	0
SS18L1	E20	0
THY1	E12	0
THY1	E8	0
THY1	E28	0
THY1	E21	0
THY1	E16	0
THY1	E24	0
THY1	E6	0
THY1	E15	0
THY1	E17	0
THY1	E22	0
THY1	E29	0
THY1	E4	0
THY1	E19	0
THY1	E13	0
THY1	E14	0
THY1	E11	0
THY1	E23	0
THY1	E10	0
THY1	E9	27
THY1	E1	0
THY1	E27	0
THY1	E2	0
THY1	E25	0
THY1	E18	0
THY1	E3	0
THY1	E7	0
THY1	E26	0
THY1	E5	0
THY1	E20	0
ZBTB39	E12	0
ZBTB39	E8	0
ZBTB39	E28	0
ZBTB39	E21	0
ZBTB39	E16	0
ZBTB39	E24	0
ZBTB39	E6	0
ZBTB39	E15	0
ZBTB39	E17	0
ZBTB39	E22	0
ZBTB39	E29	0
ZBTB39	E4	0
ZBTB39	E19	0
ZBTB39	E13	0
ZBTB39	E14	0
ZBTB39	E11	0
ZBTB39	E23	0
ZBTB39	E10	30
ZBTB39	E9	0
ZBTB39	E1	0
ZBTB39	E27	0
ZBTB39	E2	0
ZBTB39	E25	0
ZBTB39	E18	0
ZBTB39	E3	0
ZBTB39	E7	0
ZBTB39	E26	0
ZBTB39	E5	0
ZBTB39	E20	0
ZBTB40	E12	0
ZBTB40	E8	0
ZBTB40	E28	0
ZBTB40	E21	0
ZBTB40	E16	0
ZBTB40	E24	0
ZBTB40	E6	0
ZBTB40	E15	0
ZBTB40	E17	0
ZBTB40	E22	0
ZBTB40	E29	0
ZBTB40	E4	0
ZBTB40	E19	0
ZBTB40	E13	0
ZBTB40	E14	0
ZBTB40	E11	0
ZBTB40	E23	0
ZBTB40	E10	36
ZBTB40	E9	0
ZBTB40	E1	0
ZBTB40	E27	0
ZBTB40	E2	0
ZBTB40	E25	0
ZBTB40	E18	0
ZBTB40	E3	0
ZBTB40	E7	0
ZBTB40	E26	0
ZBTB40	E5	0
ZBTB40	E20	0
ZNF19	E12	0
ZNF19	E8	0
ZNF19	E28	0
ZNF19	E21	0
ZNF19	E16	0
ZNF19	E24	0
ZNF19	E6	30
ZNF19	E15	0
ZNF19	E17	0
ZNF19	E22	0
ZNF19	E29	0
ZNF19	E4	0
ZNF19	E19	0
ZNF19	E13	0
ZNF19	E14	0
ZNF19	E11	0
ZNF19	E23	0
ZNF19	E10	0
ZNF19	E9	0
ZNF19	E1	0
ZNF19	E27	0
ZNF19	E2	0
ZNF19	E25	0
ZNF19	E18	0
ZNF19	E3	0
ZNF19	E7	0
ZNF19	E26	0
ZNF19	E5	0
ZNF19	E20	0
ZNF343	E12	0
ZNF343	E8	0
ZNF343	E28	0
ZNF343	E21	0
ZNF343	E16	0
ZNF343	E24	0
ZNF343	E6	0
ZNF343	E15	0
ZNF343	E17	0
ZNF343	E22	0
ZNF343	E29	0
ZNF343	E4	0
ZNF343	E19	0
ZNF343	E13	0
ZNF343	E14	0
ZNF343	E11	0
ZNF343	E23	0
ZNF343	E10	37
ZNF343	E9	0
ZNF343	E1	0
ZNF343	E27	0
ZNF343	E2	0
ZNF343	E25	0
ZNF343	E18	0
ZNF343	E3	0
ZNF343	E7	0
ZNF343	E26	0
ZNF343	E5	0
ZNF343	E20	0
ZNF382	E12	0
ZNF382	E8	0
ZNF382	E28	0
ZNF382	E21	0
ZNF382	E16	0
ZNF382	E24	0
ZNF382	E6	0
ZNF382	E15	0
ZNF382	E17	0
ZNF382	E22	0
ZNF382	E29	0
ZNF382	E4	0
ZNF382	E19	0
ZNF382	E13	0
ZNF382	E14	0
ZNF382	E11	0
ZNF382	E23	0
ZNF382	E10	0
ZNF382	E9	0
ZNF382	E1	0
ZNF382	E27	0
ZNF382	E2	0
ZNF382	E25	0
ZNF382	E18	0
ZNF382	E3	0
ZNF382	E7	26
ZNF382	E26	0
ZNF382	E5	0
ZNF382	E20	0
ZNF410	E12	0
ZNF410	E8	0
ZNF410	E28	0
ZNF410	E21	0
ZNF410	E16	0
ZNF410	E24	0
ZNF410	E6	0
ZNF410	E15	0
ZNF410	E17	0
ZNF410	E22	0
ZNF410	E29	0
ZNF410	E4	0
ZNF410	E19	0
ZNF410	E13	0
ZNF410	E14	0
ZNF410	E11	0
ZNF410	E23	0
ZNF410	E10	0
ZNF410	E9	0
ZNF410	E1	20
ZNF410	E27	0
ZNF410	E2	0
ZNF410	E25	0
ZNF410	E18	0
ZNF410	E3	0
ZNF410	E7	0
ZNF410	E26	0
ZNF410	E5	0
ZNF410	E20	0
ZNF467	E12	0
ZNF467	E8	0
ZNF467	E28	0
ZNF467	E21	0
ZNF467	E16	0
ZNF467	E24	0
ZNF467	E6	0
ZNF467	E15	0
ZNF467	E17	0
ZNF467	E22	0
ZNF467	E29	0
ZNF467	E4	0
ZNF467	E19	0
ZNF467	E13	0
ZNF467	E14	0
ZNF467	E11	0
ZNF467	E23	0
ZNF467	E10	0
ZNF467	E9	0
ZNF467	E1	0
ZNF467	E27	0
ZNF467	E2	0
ZNF467	E25	0
ZNF467	E18	0
ZNF467	E3	0
ZNF467	E7	0
ZNF467	E26	0
ZNF467	E5	0
ZNF467	E20	17
ZNF565	E12	0
ZNF565	E8	0
ZNF565	E28	0
ZNF565	E21	0
ZNF565	E16	0
ZNF565	E24	0
ZNF565	E6	0
ZNF565	E15	0
ZNF565	E17	0
ZNF565	E22	0
ZNF565	E29	0
ZNF565	E4	0
ZNF565	E19	0
ZNF565	E13	0
ZNF565	E14	0
ZNF565	E11	0
ZNF565	E23	0
ZNF565	E10	0
ZNF565	E9	0
ZNF565	E1	26
ZNF565	E27	0
ZNF565	E2	0
ZNF565	E25	0
ZNF565	E18	0
ZNF565	E3	0
ZNF565	E7	0
ZNF565	E26	0
ZNF565	E5	0
ZNF565	E20	0
ZNF589	E12	0
ZNF589	E8	0
ZNF589	E28	0
ZNF589	E21	0
ZNF589	E16	0
ZNF589	E24	0
ZNF589	E6	0
ZNF589	E15	0
ZNF589	E17	0
ZNF589	E22	0
ZNF589	E29	0
ZNF589	E4	0
ZNF589	E19	0
ZNF589	E13	0
ZNF589	E14	0
ZNF589	E11	0
ZNF589	E23	0
ZNF589	E10	0
ZNF589	E9	0
ZNF589	E1	16
ZNF589	E27	0
ZNF589	E2	0
ZNF589	E25	0
